"cheese","url","milk","country","region","family","type","fat_content","calcium_content","texture","rind","color","flavor","aroma","vegetarian","vegan","synonyms","alt_spellings","producers","lat","lon","xmin","ymin","xmax","ymax"
"PsycheDillic","https://www.cheese.com/psychedillic/","goat","United States","California",NA,"fresh soft",NA,NA,"creamy, smooth, spreadable","rindless","white","creamy, full-flavored, herbaceous","aromatic",TRUE,FALSE,NA,NA,"Cypress Grove Chevre",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Pule","https://www.cheese.com/pule/","donkey","Serbia","Zasavica",NA,"artisan",NA,NA,"crumbly",NA,"white",NA,NA,NA,NA,"magareći sir",NA,NA,44.9454307,19.4987239,19.4302945,44.9134175,19.6057302,44.9669397
"Purple Haze","https://www.cheese.com/purple-haze/","goat","United States","California",NA,"fresh soft",NA,NA,"creamy, crumbly, smooth, spreadable","rindless","white","earthy, herbaceous","aromatic",TRUE,FALSE,NA,NA,"Cypress Grove Chevre",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Purple's a Must","https://www.cheese.com/purples-must/","cow, goat","Canada","Lombardy","Blue","semi-hard, artisan, blue-veined",NA,NA,"creamy, crumbly","mold ripened","pale yellow","full-flavored, strong","rich",NA,NA,NA,NA,"Fifth Town Artisan Cheese",44.8240917,-76.0922993,-76.1122993,44.8040917,-76.0722993,44.8440917
"Purple's a Must","https://www.cheese.com/purples-must/","cow, goat","Italy","Lombardy","Blue","semi-hard, artisan, blue-veined",NA,NA,"creamy, crumbly","mold ripened","pale yellow","full-flavored, strong","rich",NA,NA,NA,NA,"Fifth Town Artisan Cheese",45.5703694,9.7732524,8.4978518,44.6799091,11.4276477,46.6353523
"Pyengana Cheddar","https://www.cheese.com/pyengana-cheddar/","cow","Australia","Tasmania","Cheddar","hard, semi-hard, artisan",NA,NA,"creamy, crumbly, smooth","natural","pale yellow","acidic, full-flavored, herbaceous, savory, spicy","grassy, herbal",FALSE,FALSE,NA,NA,"Pyengana Dairy Company",-42.035067,146.6366887,143.748821,-55.1730541,159.0840828,-39.1984777
"Pyramide","https://www.cheese.com/pyramide/","goat","France","Loire Valley",NA,"soft, artisan",NA,NA,"crumbly","natural","ivory",NA,"pungent",FALSE,FALSE,NA,NA,NA,47.4492772,-0.349549,-1.4810947,46.9928999,2.6315686,47.9075977
"Pérail de Brebis","https://www.cheese.com/perail-de-brebis/","sheep","France",NA,NA,"soft, artisan",NA,NA,"creamy, smooth",NA,"pale yellow","full-flavored, strong","goaty",NA,NA,"Perail, Pérail",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Saaland Pfarr","https://www.cheese.com/saaland-pfarr/","cow","Sweden",NA,NA,"semi-soft","45-50%",NA,"creamy",NA,"yellow","salty, spicy, strong","aromatic, rich",FALSE,FALSE,"VODCheese",NA,"Norrmejerier",59.6749712,14.5208584,10.5935025,55.1370957,24.1776819,69.0599735
"Saanen Silk","https://www.cheese.com/saanen-silk/","goat","Canada","Ontario",NA,"semi-soft, artisan, soft-ripened",NA,NA,"creamy, fluffy, runny, soft-ripened","bloomy","white","mild, mushroomy","floral, pleasant",FALSE,FALSE,NA,NA,"Cross Wind Farm",50.000678,-86.000977,-95.1560176,41.6765597,-74.3201062,56.8613501
"Saanenkaese","https://www.cheese.com/saanenkaese/","cow","Switzerland",NA,"Parmesan","hard, processed",NA,NA,"brittle, firm","natural","pale yellow","fruity","strong",FALSE,FALSE,NA,NA,NA,46.7985624,8.2319736,5.9559113,45.8179579,10.4922941,47.8084544
"Saga","https://www.cheese.com/saga/","cow","Denmark",NA,"Brie","soft, blue-veined, soft-ripened",NA,NA,"creamy","bloomy","white","creamy, mild","mild",FALSE,FALSE,"Saga Classic Blue Brie, Saga Blue Brie",NA,NA,55.670249,10.3333283,7.7153255,54.4516667,15.5530641,57.9524297
"Sage Derby","https://www.cheese.com/sage-derby/","cow","England","East Midlands",NA,"semi-hard, artisan","45%",NA,"firm",NA,"green","herbaceous, mild","herbal",TRUE,FALSE,NA,NA,NA,53.1188177,-1.2597069,-2.034097,52.6965185,-0.6662631,53.5404524
"Sage Derby","https://www.cheese.com/sage-derby/","cow","United Kingdom","East Midlands",NA,"semi-hard, artisan","45%",NA,"firm",NA,"green","herbaceous, mild","herbal",TRUE,FALSE,NA,NA,NA,53.1188177,-1.2597069,-2.034097,52.6965185,-0.6662631,53.5404524
"Saint Agur","https://www.cheese.com/saint-agur/","cow","France","Auvergne","Blue","soft, blue-veined","60%",NA,"creamy, smooth, spreadable",NA,"blue","fruity, mellow, sharp","strong",FALSE,FALSE,NA,"Saint Agur Coupe, Saint Agur Crème","Savencia Fromage & Dairy",45.2968119,4.6604809,2.0629028,44.1151806,7.1859342,46.8041547
"Saint Albray","https://www.cheese.com/saint-albray/","cow","France","Aquitaine",NA,"semi-soft",NA,NA,"creamy, smooth","washed",NA,"mild, sweet","buttery, mild",NA,NA,NA,"St. Albray, Saint-Albray, St Albray",NA,44.2462064,-0.1839979,-1.7910227,42.7775376,1.4481424,45.7148006
"Saint André","https://www.cheese.com/saint-andre/","cow","France",NA,"Brie","soft, soft-ripened",NA,NA,"creamy, dense","bloomy","ivory","buttery, tangy","rich",NA,NA,NA,"St. Andre, Saint Andre, St André",NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Saint Felicien","https://www.cheese.com/saint-felicien/","cow","France",NA,NA,"soft, artisan",NA,NA,"creamy",NA,"white","creamy","nutty",NA,NA,"Saint Félicien","St Felicien",NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Saint Honoré","https://www.cheese.com/saint-honore/","cow","Canada","Quebec","Brie","soft, soft-ripened",NA,NA,"creamy, smooth, soft, soft-ripened, supple","bloomy","cream","creamy, mild","mild",NA,NA,NA,"Saint-Honoré, St Honoré, St. Honoré","La Maison Alexis de Portneuf Inc.",52.4760892,-71.8258668,-79.7628726,44.9913689,-57.1074889,62.5824988
"Saint Marcellin","https://www.cheese.com/saint-marcellin/","cow","France",NA,NA,"soft, artisan",NA,NA,"creamy, smooth",NA,"white","mild, tangy",NA,FALSE,FALSE,NA,"St Marcellin, Saint-Marcellin",NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Saint Nectaire","https://www.cheese.com/saint-nectaire/","cow","France","Auvergne","Tomme","semi-soft, artisan",NA,NA,"creamy, smooth","washed","ivory","pungent","grassy",FALSE,FALSE,NA,"St. Nectaire, Saint-Nectaire, St Nectaire",NA,45.2968119,4.6604809,2.0629028,44.1151806,7.1859342,46.8041547
"Saint Paulin","https://www.cheese.com/saint-paulin/","cow","France",NA,"Saint-Paulin","semi-soft, artisan",NA,NA,"creamy, firm","washed",NA,"buttery, sweet","milky",NA,NA,NA,"Saint-Paulin","Fromagerie Fritz Kaiser",46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Saint Rose","https://www.cheese.com/saint-rose/","sheep","United States","California",NA,"semi-soft, artisan",NA,NA,"firm","natural","pale yellow","citrusy, floral, nutty, sharp","grassy, mild",TRUE,FALSE,NA,"St. Rose","Weirauch Farm and Creamery",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Sainte-Maure de Touraine AOC","https://www.cheese.com/sainte-maure-de-touraine-aoc/","goat","France","Loire",NA,"semi-soft, artisan",NA,NA,"creamy, fluffy, soft",NA,"white",NA,NA,FALSE,FALSE,NA,"Saint ​​Maure de Touraine, St ​​Maure de Touraine, Sainte Maure de Touraine",NA,45.7538536,4.0454737,3.6884431,45.2310638,4.7607591,46.2765323
"Salemville Amish Blue","https://www.cheese.com/salemville-amish-blue/","cow","United States","Wisconsin","Blue","semi-soft, artisan, blue-veined",NA,NA,"creamy, crumbly",NA,"ivory","creamy, earthy","earthy, rich",NA,NA,"Salemville Reserve",NA,"DCI Cheese Company, Inc",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Salemville Amish Gorgonzola","https://www.cheese.com/salemville-amish-gorgonzola/","cow","United States","Wisconsin","Blue","semi-soft, artisan, blue-veined",NA,NA,"creamy, crumbly",NA,"ivory","creamy, earthy, piquant","earthy, rich",NA,NA,NA,NA,"DCI Cheese Company, Inc",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Salemville Smokehaus Blue","https://www.cheese.com/salemville-smokehaus-blue/","cow","United States","Wisconsin","Blue","semi-soft, artisan, blue-veined",NA,NA,"creamy",NA,"ivory","creamy, smokey","earthy, rich, smokey",NA,NA,NA,NA,"DCI Cheese Company, Inc",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Salers","https://www.cheese.com/salers/","cow","France","Auvergne, Salers",NA,"semi-hard",NA,NA,NA,NA,"red","fruity, spicy",NA,FALSE,FALSE,NA,NA,NA,45.1381773,2.4939729,2.4939229,45.1381273,2.4940229,45.1382273
"Salsa Asiago","https://www.cheese.com/salsa-asiago/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,"compact, firm, open, smooth","natural","pale yellow","creamy, garlicky, nutty, sharp, spicy","aromatic, nutty, pungent",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Saltbush Chevre","https://www.cheese.com/saltbush_chevre/","goat","Australia","South Australia",NA,"fresh firm, artisan","45%",NA,"creamy","rindless","white","acidic, grassy, herbaceous, salty","goaty, grassy, herbal",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights",-30.5343665,135.6301212,129.001395,-38.1133108,141.0027803,-25.9963915
"Samso","https://www.cheese.com/samso/","cow","Denmark",NA,NA,"semi-hard","30-45%",NA,"supple","waxed","yellow","nutty, sour, sweet",NA,FALSE,FALSE,NA,NA,NA,55.670249,10.3333283,7.7153255,54.4516667,15.5530641,57.9524297
"San Andreas","https://www.cheese.com/san-andreas/","sheep","United States","California",NA,"hard, artisan",NA,NA,"creamy, firm, open, smooth","natural","straw","butterscotch, nutty, sweet","clean, mild, rich",TRUE,FALSE,NA,NA,"Bellwether Farms",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"San Geronimo","https://www.cheese.com/san-geronimo/","cow","United States","Nicasio",NA,"semi-soft, brined",NA,NA,"smooth","washed","white","acidic, meaty, mellow, mild, tangy, tart","earthy",FALSE,FALSE,NA,NA,"Nicasio Valley Cheese Company",38.0615885,-122.6985975,-122.7185975,38.0415885,-122.6785975,38.0815885
"San Simón DOP","https://www.cheese.com/san-simon/","cow","Spain","Galicia",NA,"semi-soft",NA,NA,"buttery, creamy","natural","cream","buttery","smokey, woody",FALSE,FALSE,NA,NA,NA,42.61946,-7.863112,-9.3015367,41.8073642,-6.7339533,43.790422
"Sancerre","https://www.cheese.com/sancerre/","goat","France",NA,NA,"hard","40%",NA,NA,"natural",NA,"nutty, strong",NA,FALSE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Sandy Creek","https://www.cheese.com/sandy-creek/","goat","United States","North Carolina",NA,"soft, soft-ripened",NA,NA,"runny, smooth","mold ripened","ivory","citrusy, lemony, mushroomy, tangy","earthy, grassy",TRUE,FALSE,NA,NA,"Goat Lady Dairy",35.6729639,-79.0392919,-84.3218293,33.752878,-75.400119,36.588157
"Santa Gadea","https://www.cheese.com/santa-gadea/","goat","Spain",NA,NA,"soft, semi-soft",NA,NA,"creamy, smooth, soft",NA,"white",NA,NA,NA,NA,NA,NA,NA,39.3260685,-4.8379791,-18.3936845,27.4335426,4.5918885,43.9933088
"Sao Jorge","https://www.cheese.com/sao-jorge/","cow","Portugal","Azores",NA,"semi-hard",NA,NA,"chalky, crumbly, firm","natural","golden yellow","spicy, tangy",NA,FALSE,FALSE,"S. Jorge cheese, Queijo São Jorge, St. George",NA,NA,37.8085564,-25.4731374,-31.2756316,36.9276305,-25.0131792,39.7272503
"Sap Sago","https://www.cheese.com/sap-sago/","cow","Switzerland","Canton of Glarus",NA,"hard",NA,NA,"dry","natural","green",NA,"herbal",NA,NA,"Schabziger, Swiss Green Cheese","sapsago",NA,NA,NA,NA,NA,NA,NA
"Saporito","https://www.cheese.com/saporito/","cow","Italy","Treviso, Veneto",NA,"semi-hard, artisan",NA,NA,"creamy","natural","ivory","creamy, mild","herbal",NA,NA,NA,NA,"Moro Latteria di Moro Sergio",45.8066913,12.2063158,11.7430292,45.5304763,12.6853155,46.0828957
"Sardo","https://www.cheese.com/sardo/","cow","Argentina",NA,NA,"hard",NA,NA,"crumbly, firm, flaky","natural","pale yellow","full-flavored, salty, sharp",NA,FALSE,FALSE,NA,"Argentine Sardo, Sardo Argentino",NA,-34.9964963,-64.9672817,-73.5605371,-55.1925709,-53.6374515,-21.7808568
"Sarró de Cabra","https://www.cheese.com/sarro-de-cabra/","goat","Spain","Barcelona",NA,"semi-soft, artisan",NA,NA,"buttery","cloth wrapped","white","citrusy, strong, tangy","mild, sweet",NA,NA,"Sarro",NA,"Formatgeries Montbrú",41.3828939,2.1774322,2.0524977,41.3170353,2.2283555,41.4679135
"Sartori Classic Cheese Asiago","https://www.cheese.com/sartori-classic-cheese-asiago/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,"compact, crumbly, open, smooth","natural",NA,"creamy, mild, nutty","pungent",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Classic Cheese Fontina","https://www.cheese.com/sartori-classic-cheese-fontina/","cow","United States","Wisconsin",NA,"semi-soft, artisan",NA,NA,"creamy","natural","pale yellow","creamy, nutty, smooth, sweet","aromatic, lactic",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Classic Cheese Parmesan","https://www.cheese.com/sartori-classic-cheese-parmesan/","cow","United States","Wisconsin","Parmesan","hard, artisan",NA,NA,"crumbly, dry, grainy","natural","yellow","mellow, nutty, sweet",NA,TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Classic Cheese Romano","https://www.cheese.com/sartori-classic-cheese-romano/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,"brittle, crumbly, dense, flaky","natural","straw","nutty, savory, tangy","spicy",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Classic MontAmore","https://www.cheese.com/sartori-classic-montamore/","cow","United States","Wisconsin","Parmesan","semi-hard, artisan",NA,NA,"dense, firm","rindless","pale yellow","creamy, fruity, sweet, tangy","fresh, fruity, pleasant",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Limited Edition Cannella BellaVitano","https://www.cheese.com/sartori-limited-edition-cannella-bellavitano/","cow","United States","Wisconsin",NA,"hard",NA,NA,"creamy",NA,"pale yellow","buttery, fruity, mild, sweet","fresh, rich",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Limited Edition Cognac BellaVitano","https://www.cheese.com/sartori-limited-edition-cognac-bellavitano/","cow","United States","Northern Wisconsin",NA,"hard",NA,NA,"creamy",NA,NA,"buttery, mild, smokey , sweet","nutty, smokey",TRUE,FALSE,NA,NA,"Sartori",44.94726,-91.3937341,-91.3976564,44.9450656,-91.3887528,44.949251
"Sartori Limited Edition Extra-Aged Goat","https://www.cheese.com/sartori-limited-edition-extra-aged-goat/","goat","United States","Wisconsin",NA,"semi-firm, artisan",NA,NA,"creamy",NA,NA,"mild, savory","mild, pleasant",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Limited Edition Family Heirloom BellaVitano","https://www.cheese.com/sartori-limited-edition-family-heirloom-bellavitano/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,"crumbly, dry","natural","pale yellow","full-flavored, strong, sweet","fermented, grassy, rich",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Limited Edition Family Heirloom Parmesan","https://www.cheese.com/sartori-limited-edition-family-heirloom-parmesan/","cow","United States","Wisconsin","Parmesan","hard, artisan",NA,NA,"crumbly, flaky, grainy","natural","golden yellow","caramel, fruity, nutty, piquant, sweet","buttery, nutty, woody",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Limited Edition Pastorale Blend","https://www.cheese.com/sartori-limited-edition-pastorale-blend/","cow, sheep","United States","Wisconsin",NA,"semi-hard, artisan",NA,NA,"creamy","natural","pale yellow","nutty, sweet","earthy, nutty, sweet",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Balsamic BellaVitano","https://www.cheese.com/sartori-reserve-balsamic-bellavitano/","cow","United States","Wisconsin",NA,"hard",NA,NA,"firm",NA,NA,"fruity, nutty, sweet, tangy","earthy, fruity, sweet",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Basil & Olive Oil Asiago","https://www.cheese.com/sartori-reserve-basil-olive-oil-asiago/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,NA,NA,"pale yellow","herbaceous, savory, sweet","herbal, rich",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve BellaVitano Gold","https://www.cheese.com/sartori-reserve-bellavitano-gold/","cow","United States","Wisconsin",NA,"hard",NA,NA,"creamy","natural","pale yellow","fruity, nutty, sweet","fruity, nutty, rich",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Black Pepper BellaVitano","https://www.cheese.com/sartori-reserve-black-pepper-bellavitano/","cow","United States","Wisconsin",NA,"semi-hard",NA,NA,"creamy","natural","pale yellow","creamy, nutty, salty, spicy","nutty, rich, spicy",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Chai BellaVitano","https://www.cheese.com/sartori-reserve-chai-bellavitano/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,"creamy","natural","pale yellow","creamy, sweet","rich, sweet",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Cheese Mediterranean Fontina","https://www.cheese.com/sartori-reserve-cheese-mediterranean-fontina/","cow","United States","Wisconsin",NA,"semi-soft, artisan",NA,NA,"creamy","natural","cream","garlicky, piquant, spicy, sweet","earthy, herbal",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Dolcina Gorgonzola","https://www.cheese.com/sartori-reserve-dolcina-gorgonzola/","cow","United States","Wisconsin","Blue","semi-firm, blue-veined",NA,NA,"creamy, soft","natural","ivory","mild, smooth, sweet","rich, spicy",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Espresso BellaVitano","https://www.cheese.com/sartori-reserve-espresso-bellavitano/","cow","United States","Wisconsin",NA,"semi-firm, artisan",NA,NA,"firm","natural","pale yellow","smokey , sweet","smokey, sweet",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Extra Aged Fontina","https://www.cheese.com/sartori-reserve-extra-aged-fontina/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,"creamy","natural","yellow","buttery, fruity, mild, tangy","lactic, rich",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Extra-Aged Asiago","https://www.cheese.com/sartori-reserve-extra-aged-asiago/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,"creamy, crumbly",NA,"pale yellow","creamy, nutty","rich",FALSE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Merlot BellaVitano","https://www.cheese.com/sartori-reserve-merlot-bellavitano/","cow","United States","Wisconsin",NA,"semi-hard, artisan",NA,NA,"creamy, crystalline","natural","pale yellow","creamy, fruity","fruity, pleasant, rich",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Raspberry BellaVitano","https://www.cheese.com/sartori-reserve-raspberry-bellavitano/","cow","United States","Wisconsin","Cheddar","hard, artisan",NA,NA,"creamy","natural","pale yellow","buttery, creamy, fruity, nutty, sweet","fruity, nutty, rich",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve Rosemary & Olive Oil Asiago","https://www.cheese.com/sartori-reserve-rosemary-olive-oil-asiago/","cow","United States","Wisconsin",NA,"hard, artisan",NA,NA,NA,NA,"pale yellow","fruity, nutty","fruity, nutty, rich",NA,NA,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sartori Reserve SarVecchio Parmesan","https://www.cheese.com/sartori-reserve-sarvecchio-parmesan/","cow","United States","Wisconsin","Parmesan","hard, artisan",NA,NA,"crumbly, crystalline, dry, flaky, grainy","natural","yellow","caramel, fruity, nutty","fruity, sweet",TRUE,FALSE,NA,NA,"Sartori",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Sbrinz","https://www.cheese.com/sbrinz/","cow","Switzerland","Lucerne, Schwyz, Unterwald, and Zoug, and the following additional places: Muri district in d'Argovi","Swiss Cheese","hard, artisan","45%",NA,"dense, flaky","natural","yellow","butterscotch, full-flavored, nutty, spicy, strong","aromatic, spicy",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sbronzo","https://www.cheese.com/sbronzo/","water buffalo","Italy","Campania",NA,"semi-soft, artisan",NA,NA,"creamy, dense","natural","ivory","buttery, creamy, fruity, sweet","fruity",NA,NA,NA,NA,"Casa Madaio",40.860672,14.843984,13.7623799,39.9905158,15.8064468,41.5080786
"Scallion Onion Cheddar","https://www.cheese.com/scallion-onion-cheddar/","cow","United States","NY","Cheddar","semi-hard, artisan",NA,NA,"crumbly","natural","pale yellow","full-flavored, spicy","strong",NA,NA,NA,NA,"Muranda Cheese Company",43.1561681,-75.8449946,-79.7619758,40.476578,-71.790972,45.0158611
"Scamorza","https://www.cheese.com/scamorza/","cow","Italy",NA,"Pasta filata","semi-soft",NA,NA,"elastic, smooth, springy","natural","white",NA,NA,NA,NA,"Smoked Scamorza","Scamorza Affumicata",NA,42.6384261,12.674297,6.6272658,35.2889616,18.7844746,47.0921485
"Schloss","https://www.cheese.com/schloss/","cow","United States",NA,NA,"semi-soft, brined",NA,NA,"chalky, creamy, smooth","washed","straw","citrusy, earthy, fruity, full-flavored, meaty, pungent","pungent, strong",FALSE,FALSE,NA,NA,"Marin French Cheeese Co.",39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Scotch Bonnet Cheddar","https://www.cheese.com/scotch-bonnet-cheddar/","cow","United Kingdom",NA,"Cheddar","hard, processed",NA,NA,"creamy","plastic","pale yellow","creamy, spicy, strong",NA,NA,NA,NA,NA,"Tesco",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Sea Change","https://www.cheese.com/sea-change/","cow","United States","Lebanon, CT",NA,"semi-soft, artisan",NA,NA,"elastic, smooth","natural","cream","buttery, mild, milky","fruity, lactic, yeasty",NA,NA,NA,NA,"The Mystic Cheese Company",41.6362097,-72.2125789,-72.3342268,41.5399675,-72.1575505,41.7144316
"Seahive","https://www.cheese.com/seahive/","cow","United States","Utah","Cheddar","hard, artisan",NA,NA,"dry, firm","natural","pale yellow","salty, sweet","floral",TRUE,FALSE,NA,NA,"Beehive Cheese Company",39.4225192,-111.714358,-114.0528506,36.9978085,-109.0415767,42.001702
"Seascape","https://www.cheese.com/seascape/","cow, goat","United States","California",NA,"semi-hard, artisan","8 g/100g",NA,"crumbly, smooth","natural","pale yellow","buttery, caramel, tangy","pleasant",TRUE,FALSE,NA,NA,"Central Coast Creamery",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Seastack","https://www.cheese.com/seastack/","cow","United States","Port Townsend",NA,"soft, soft-ripened",NA,NA,"creamy, firm, runny, soft","ash coated","white","citrusy, earthy, garlicky, tangy","fresh, milky",FALSE,FALSE,NA,NA,"Mt. Townsend Creamery",48.1179702,-122.769544,-122.8163222,48.097722,-122.747135,48.146302
"Seator's Orkney","https://www.cheese.com/seators-orkney/","cow","Great Britain","Orkney Islands",NA,"hard, artisan",NA,NA,"crumbly",NA,"cream","acidic","lactic",NA,NA,NA,NA,"Grimbister Farm",NA,NA,NA,NA,NA,NA
"Seator's Orkney","https://www.cheese.com/seators-orkney/","cow","Scotland","Orkney Islands",NA,"hard, artisan",NA,NA,"crumbly",NA,"cream","acidic","lactic",NA,NA,NA,NA,"Grimbister Farm",58.9418231,-3.1296944,-4.5072538,58.6729911,-2.3680127,59.3997353
"Seator's Orkney","https://www.cheese.com/seators-orkney/","cow","United Kingdom","Orkney Islands",NA,"hard, artisan",NA,NA,"crumbly",NA,"cream","acidic","lactic",NA,NA,NA,NA,"Grimbister Farm",58.9418231,-3.1296944,-4.5072538,58.6729911,-2.3680127,59.3997353
"Selles sur Cher","https://www.cheese.com/selles-sur-cher/","goat","France",NA,NA,"soft",NA,NA,"firm","ash coated",NA,"tangy","lactic, nutty",NA,NA,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Selva","https://www.cheese.com/selva/","cow","Spain","Fornells de la Selva, Gironès",NA,"soft, artisan","45%",NA,"smooth, supple","natural","pale yellow","bitter, buttery, salty","pleasant",FALSE,FALSE,NA,"Queso De La Selva",NA,NA,NA,NA,NA,NA,NA
"Serat","https://www.cheese.com/serat/","sheep","Afghanistan",NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,33.7680065,66.2385139,60.5176034,29.3772926,74.889862,38.4910682
"Seriously Strong Cheddar","https://www.cheese.com/seriously-strong-cheddar/","cow","England","Stranraer","Cheddar","hard","34.4%","740 mg/100g","crumbly, dense, firm, flaky","natural","yellow","full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong",FALSE,FALSE,NA,"Seriously Strong Spreadable, Seriously Strong Vintage Cheddar, Seriously Strong Grated Cheddar","Lactalis McLelland Ltd",53.2681761,-2.6943505,-2.6944641,53.2681052,-2.6942225,53.2682307
"Seriously Strong Cheddar","https://www.cheese.com/seriously-strong-cheddar/","cow","Scotland","Stranraer","Cheddar","hard","34.4%","740 mg/100g","crumbly, dense, firm, flaky","natural","yellow","full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong",FALSE,FALSE,NA,"Seriously Strong Spreadable, Seriously Strong Vintage Cheddar, Seriously Strong Grated Cheddar","Lactalis McLelland Ltd",54.9044332,-5.026204,-5.066204,54.8644332,-4.986204,54.9444332
